,Stations_id,Referenzjahr,Qualitaetsniveau,Objekt_id,Phase_id,Eintrittsdatum,Eintrittsdatum_QB,Jultag,eor,Unnamed: 9
4815,01691,1988,10,202,22,19880730,1,211,eor,                                                                            
4816,01691,1988,10,202,24,19880805,1,217,eor,                                                                            
4817,01691,1989,10,202,10,19890922,1,265,eor,                                                                            
4818,01691,1989,10,202,12,19891008,1,281,eor,                                                                            
4819,01691,1989,10,202,15,19890505,1,125,eor,                                                                            
4820,01691,1989,10,202,18,19890528,1,148,eor,                                                                            
4821,01691,1989,10,202,21,19890715,1,196,eor,                                                                            
4822,01691,1989,10,202,22,19890722,1,203,eor,                                                                            
4823,01691,1989,10,202,24,19890731,1,212,eor,                                                                            
4824,01691,1990,10,202,10,19900925,1,268,eor,                                                                            
4825,01691,1990,10,202,12,19901011,1,284,eor,                                                                            
4826,01691,1990,10,202,15,19900502,1,122,eor,                                                                            
4827,01691,1990,10,202,18,19900526,1,146,eor,                                                                            
4828,01691,1990,10,202,21,19900707,1,188,eor,                                                                            
4829,01691,1990,10,202,22,19900728,1,209,eor,                                                                            
4830,01691,1990,10,202,24,19900726,1,207,eor,                                                                            
4831,01691,1991,10,202,10,19911008,1,281,eor,                                                                            
4832,01691,1991,10,202,12,19911025,1,298,eor,                                                                            
4833,01691,1991,10,202,15,19910525,1,145,eor,                                                                            
4834,01691,1991,10,202,18,19910608,1,159,eor,                                                                            
4835,01691,1991,10,202,19,19910708,1,189,eor,                                                                            
4836,01691,1991,10,202,21,19910802,1,214,eor,                                                                            
4837,01691,1991,10,202,24,19910808,1,220,eor,                                                                            
4838,01691,1992,10,202,10,19920924,1,267,eor,                                                                            
4839,01691,1992,10,202,12,19921010,1,283,eor,                                                                            
4840,01691,1992,10,202,15,19920520,1,140,eor,                                                                            
4841,01691,1992,10,202,18,19920603,1,154,eor,                                                                            
4842,01691,1992,10,202,19,19920621,1,172,eor,                                                                            
4843,01691,1992,10,202,21,19920720,1,201,eor,                                                                            
4844,01691,1992,10,202,24,19920803,1,215,eor,                                                                            
4845,01691,2006,10,202,10,20060922,1,265,eor,                                                                            
4846,01691,2006,10,202,12,20061003,1,276,eor,                                                                            
4847,01691,2006,10,202,15,20060503,1,123,eor,                                                                            
4848,01691,2006,10,202,18,20060530,1,150,eor,                                                                            
4849,01691,2006,10,202,19,20060705,1,186,eor,                                                                            
4850,01691,2006,10,202,21,20060717,1,198,eor,                                                                            
4851,01691,2006,10,202,24,20060801,1,213,eor,                                                                            
4852,01691,2007,10,202,10,20071017,1,290,eor,                                                                            
4853,01691,2007,10,202,12,20071105,1,309,eor,                                                                            
4854,01691,2007,10,202,15,20070411,2,101,eor,                                                                            
4855,01691,2007,10,202,18,20070516,1,136,eor,                                                                            
4856,01691,2007,10,202,19,20070606,1,157,eor,                                                                            
4857,01691,2007,10,202,21,20070704,1,185,eor,                                                                            
4858,01691,2007,10,202,24,20070719,1,200,eor,                                                                            
4859,01691,2008,10,202,10,20081018,1,291,eor,                                                                            
4860,01691,2008,10,202,12,20081110,1,314,eor,                                                                            
4861,01691,2008,10,202,15,20080411,1,101,eor,                                                                            
4862,01691,2008,10,202,18,20080529,1,149,eor,                                                                            
4863,01691,2008,10,202,21,20080712,1,193,eor,                                                                            
4864,01691,2008,10,202,24,20080731,1,212,eor,                                                                            
4865,01691,2009,10,202,10,20091001,1,274,eor,                                                                            
4866,01691,2009,10,202,12,20091017,1,290,eor,                                                                            
4867,01691,2009,10,202,15,20090421,1,111,eor,                                                                            
4868,01691,2009,10,202,18,20090528,1,148,eor,                                                                            
4869,01691,2009,10,202,21,20090722,1,203,eor,                                                                            
4870,01691,2009,10,202,24,20090804,1,216,eor,                                                                            
4871,01691,2010,10,202,10,20100914,1,257,eor,                                                                            
4872,01691,2010,10,202,12,20101009,1,282,eor,                                                                            
4873,01691,2010,10,202,15,20100430,1,120,eor,                                                                            
4874,01691,2010,10,202,18,20100609,1,160,eor,                                                                            
4875,01691,2010,10,202,21,20100721,1,202,eor,                                                                            
4876,01691,2010,10,202,24,20100809,1,221,eor,                                                                            
4877,01691,2011,10,202,10,20110928,1,271,eor,                                                                            
4878,01691,2011,10,202,12,20111006,1,279,eor,                                                                            
4879,01691,2011,10,202,15,20110419,1,109,eor,                                                                            
4880,01691,2011,10,202,18,20110522,1,142,eor,                                                                            
4881,01691,2011,10,202,21,20110711,1,192,eor,                                                                            
4882,01691,2011,10,202,24,20110801,1,213,eor,                                                                            
4883,01691,2012,10,202,10,20120925,1,268,eor,                                                                            
4884,01691,2012,10,202,12,20121003,1,276,eor,                                                                            
